dname,docid,negcount,poscount,predicted,trueclass,wordcount
LABR,382.0,5.0,2.0,-1.0,-1.0,42.0
LABR,383.0,1.0,1.0,-1.0,1.0,60.0
LABR,384.0,1.0,2.0,1.0,1.0,23.0
LABR,385.0,2.0,0.0,-1.0,-1.0,28.0
LABR,386.0,2.0,0.0,-1.0,-1.0,16.0
LABR,387.0,0.0,0.0,-1.0,1.0,2.0
LABR,388.0,2.0,3.0,-1.0,1.0,102.0
LABR,389.0,3.0,2.0,-1.0,1.0,26.0
LABR,390.0,3.0,0.0,-1.0,-1.0,38.0
LABR,391.0,0.0,1.0,1.0,1.0,33.0
LABR,392.0,7.0,6.0,-1.0,-1.0,319.0
LABR,393.0,1.0,0.0,-1.0,-1.0,30.0
LABR,394.0,1.0,1.0,-1.0,-1.0,14.0
LABR,395.0,0.0,1.0,1.0,1.0,47.0
LABR,396.0,3.0,1.0,-1.0,-1.0,22.0
LABR,397.0,0.0,1.0,-1.0,-1.0,57.0
LABR,398.0,0.0,2.0,1.0,1.0,22.0
LABR,399.0,1.0,1.0,-1.0,-1.0,5.0
LABR,400.0,0.0,3.0,1.0,1.0,216.0
LABR,401.0,0.0,3.0,1.0,1.0,82.0
LABR,402.0,0.0,0.0,1.0,-1.0,3.0
LABR,403.0,14.0,8.0,-1.0,-1.0,305.0
LABR,404.0,1.0,0.0,-1.0,-1.0,3.0
LABR,405.0,0.0,1.0,1.0,1.0,27.0
LABR,406.0,3.0,1.0,1.0,1.0,195.0
LABR,407.0,0.0,0.0,-1.0,-1.0,14.0
LABR,408.0,11.0,2.0,-1.0,-1.0,76.0
LABR,409.0,0.0,0.0,-1.0,-1.0,35.0
LABR,410.0,0.0,3.0,1.0,1.0,12.0
LABR,411.0,0.0,2.0,1.0,1.0,36.0
LABR,412.0,3.0,0.0,-1.0,-1.0,16.0
LABR,413.0,0.0,0.0,1.0,1.0,4.0
LABR,414.0,1.0,0.0,-1.0,-1.0,14.0
LABR,415.0,1.0,2.0,-1.0,1.0,105.0
LABR,416.0,0.0,2.0,-1.0,-1.0,52.0
LABR,417.0,2.0,0.0,1.0,-1.0,5.0
LABR,418.0,1.0,3.0,-1.0,-1.0,142.0
LABR,419.0,2.0,1.0,-1.0,-1.0,92.0
LABR,420.0,0.0,0.0,1.0,1.0,19.0
LABR,421.0,5.0,1.0,-1.0,-1.0,71.0
LABR,422.0,0.0,3.0,1.0,1.0,21.0
LABR,423.0,0.0,2.0,1.0,1.0,4.0
LABR,424.0,1.0,1.0,-1.0,-1.0,74.0
LABR,425.0,3.0,3.0,1.0,-1.0,160.0
LABR,426.0,2.0,0.0,-1.0,-1.0,12.0
LABR,427.0,0.0,1.0,1.0,1.0,27.0
LABR,428.0,0.0,2.0,-1.0,-1.0,22.0
LABR,429.0,0.0,1.0,1.0,-1.0,14.0
LABR,430.0,0.0,2.0,1.0,1.0,10.0
LABR,431.0,1.0,2.0,1.0,-1.0,142.0
LABR,432.0,0.0,0.0,1.0,1.0,7.0
LABR,433.0,2.0,2.0,-1.0,-1.0,47.0
LABR,434.0,0.0,3.0,1.0,1.0,3.0
LABR,435.0,1.0,0.0,-1.0,-1.0,11.0
LABR,436.0,0.0,1.0,1.0,1.0,3.0
LABR,437.0,0.0,1.0,1.0,1.0,32.0
LABR,438.0,0.0,1.0,1.0,-1.0,76.0
LABR,439.0,0.0,3.0,1.0,1.0,29.0
LABR,440.0,3.0,4.0,1.0,-1.0,100.0
LABR,441.0,1.0,1.0,1.0,-1.0,52.0
LABR,442.0,0.0,0.0,-1.0,-1.0,9.0
LABR,443.0,1.0,3.0,1.0,1.0,48.0
LABR,444.0,1.0,6.0,1.0,1.0,46.0
LABR,445.0,7.0,7.0,-1.0,-1.0,291.0
LABR,446.0,2.0,2.0,-1.0,-1.0,11.0
LABR,447.0,0.0,0.0,1.0,1.0,5.0
LABR,448.0,0.0,0.0,-1.0,-1.0,27.0
LABR,449.0,5.0,2.0,-1.0,-1.0,198.0
LABR,450.0,0.0,2.0,1.0,1.0,28.0
LABR,451.0,4.0,4.0,-1.0,-1.0,119.0
LABR,452.0,1.0,2.0,-1.0,1.0,58.0
LABR,453.0,5.0,6.0,-1.0,-1.0,95.0
LABR,454.0,2.0,0.0,-1.0,1.0,12.0
LABR,455.0,3.0,3.0,-1.0,-1.0,89.0
LABR,456.0,1.0,0.0,1.0,1.0,94.0
LABR,457.0,1.0,1.0,-1.0,-1.0,12.0
LABR,458.0,1.0,9.0,1.0,1.0,101.0
LABR,459.0,2.0,4.0,1.0,-1.0,74.0
LABR,460.0,1.0,2.0,1.0,1.0,50.0
LABR,461.0,0.0,6.0,1.0,1.0,178.0
LABR,462.0,2.0,1.0,-1.0,-1.0,115.0
LABR,463.0,0.0,0.0,1.0,1.0,8.0
LABR,464.0,4.0,4.0,-1.0,-1.0,114.0
LABR,465.0,2.0,2.0,1.0,1.0,86.0
LABR,466.0,3.0,1.0,-1.0,-1.0,40.0
LABR,467.0,3.0,4.0,1.0,1.0,36.0
LABR,468.0,0.0,3.0,1.0,1.0,24.0
LABR,469.0,2.0,4.0,1.0,1.0,59.0
LABR,470.0,1.0,2.0,1.0,1.0,75.0
LABR,471.0,0.0,0.0,1.0,1.0,16.0
LABR,472.0,0.0,1.0,1.0,1.0,11.0
LABR,473.0,1.0,3.0,1.0,1.0,59.0
LABR,474.0,0.0,0.0,1.0,-1.0,11.0
LABR,475.0,0.0,2.0,-1.0,1.0,56.0
LABR,476.0,0.0,0.0,-1.0,-1.0,5.0
LABR,477.0,1.0,1.0,-1.0,-1.0,59.0
LABR,478.0,0.0,0.0,-1.0,1.0,11.0
LABR,479.0,0.0,1.0,1.0,1.0,9.0
LABR,480.0,0.0,2.0,1.0,1.0,12.0
LABR,481.0,0.0,1.0,1.0,1.0,16.0
LABR,482.0,0.0,1.0,1.0,1.0,5.0
LABR,483.0,1.0,1.0,-1.0,-1.0,89.0
LABR,484.0,1.0,0.0,1.0,1.0,86.0
LABR,485.0,1.0,1.0,-1.0,-1.0,15.0
LABR,486.0,0.0,1.0,-1.0,1.0,14.0
LABR,487.0,2.0,0.0,-1.0,-1.0,202.0
LABR,488.0,0.0,2.0,1.0,1.0,8.0
LABR,489.0,1.0,0.0,-1.0,-1.0,3.0
LABR,490.0,0.0,3.0,1.0,1.0,16.0
LABR,491.0,0.0,2.0,1.0,-1.0,6.0
LABR,492.0,3.0,8.0,-1.0,-1.0,201.0
LABR,493.0,1.0,1.0,-1.0,-1.0,40.0
LABR,494.0,1.0,0.0,1.0,1.0,16.0
LABR,495.0,0.0,3.0,1.0,1.0,30.0
LABR,496.0,0.0,0.0,1.0,-1.0,9.0
LABR,497.0,1.0,0.0,-1.0,-1.0,4.0
LABR,498.0,0.0,1.0,1.0,-1.0,7.0
LABR,499.0,3.0,1.0,1.0,1.0,146.0
LABR,500.0,0.0,2.0,1.0,1.0,24.0
LABR,501.0,3.0,1.0,-1.0,-1.0,33.0
LABR,502.0,0.0,0.0,-1.0,-1.0,7.0
LABR,503.0,3.0,4.0,-1.0,-1.0,53.0
LABR,504.0,0.0,0.0,1.0,1.0,5.0
LABR,505.0,0.0,1.0,1.0,1.0,25.0
LABR,506.0,1.0,3.0,1.0,1.0,185.0
LABR,507.0,3.0,2.0,-1.0,-1.0,85.0
LABR,508.0,1.0,1.0,1.0,1.0,17.0
LABR,509.0,0.0,3.0,1.0,1.0,21.0
LABR,510.0,2.0,1.0,-1.0,-1.0,80.0
LABR,511.0,1.0,2.0,-1.0,-1.0,56.0
LABR,512.0,0.0,3.0,1.0,1.0,26.0
LABR,513.0,1.0,1.0,-1.0,-1.0,30.0
LABR,514.0,0.0,0.0,-1.0,1.0,90.0
LABR,515.0,1.0,4.0,-1.0,-1.0,124.0
LABR,516.0,0.0,0.0,1.0,1.0,12.0
LABR,517.0,0.0,3.0,1.0,1.0,21.0
LABR,518.0,0.0,0.0,-1.0,1.0,19.0
LABR,519.0,0.0,1.0,1.0,1.0,25.0
LABR,520.0,1.0,0.0,1.0,1.0,40.0
LABR,521.0,0.0,4.0,1.0,1.0,8.0
LABR,522.0,0.0,4.0,1.0,1.0,43.0
LABR,523.0,3.0,3.0,-1.0,-1.0,172.0
LABR,524.0,1.0,2.0,-1.0,1.0,40.0
LABR,525.0,0.0,4.0,1.0,1.0,45.0
LABR,526.0,3.0,0.0,-1.0,-1.0,9.0
LABR,527.0,2.0,1.0,1.0,-1.0,11.0
LABR,528.0,1.0,2.0,1.0,1.0,41.0
LABR,529.0,1.0,1.0,-1.0,-1.0,6.0
LABR,530.0,0.0,1.0,1.0,1.0,14.0
LABR,531.0,1.0,3.0,1.0,1.0,55.0
LABR,532.0,0.0,0.0,1.0,1.0,29.0
LABR,533.0,4.0,4.0,-1.0,1.0,265.0
LABR,534.0,1.0,2.0,-1.0,-1.0,22.0
LABR,535.0,1.0,1.0,-1.0,-1.0,12.0
LABR,536.0,0.0,3.0,1.0,1.0,21.0
LABR,537.0,0.0,1.0,1.0,1.0,52.0
LABR,538.0,0.0,1.0,-1.0,1.0,20.0
LABR,539.0,0.0,0.0,-1.0,-1.0,18.0
LABR,540.0,3.0,6.0,1.0,1.0,175.0
LABR,541.0,0.0,1.0,1.0,1.0,142.0
LABR,542.0,1.0,2.0,1.0,-1.0,84.0
LABR,543.0,0.0,2.0,1.0,1.0,17.0
LABR,544.0,1.0,7.0,1.0,1.0,69.0
LABR,545.0,0.0,3.0,1.0,1.0,17.0
LABR,546.0,1.0,1.0,-1.0,-1.0,22.0
LABR,547.0,0.0,1.0,1.0,1.0,18.0
LABR,548.0,1.0,0.0,1.0,1.0,82.0
LABR,549.0,2.0,0.0,-1.0,-1.0,21.0
LABR,550.0,0.0,1.0,-1.0,-1.0,41.0
LABR,551.0,0.0,0.0,-1.0,1.0,5.0
LABR,552.0,1.0,2.0,-1.0,-1.0,66.0
LABR,553.0,3.0,0.0,1.0,-1.0,13.0
LABR,554.0,2.0,9.0,1.0,1.0,281.0
LABR,555.0,1.0,4.0,1.0,-1.0,33.0
LABR,556.0,0.0,0.0,-1.0,1.0,36.0
LABR,557.0,1.0,2.0,-1.0,-1.0,11.0
LABR,558.0,0.0,3.0,1.0,1.0,28.0
LABR,559.0,0.0,0.0,1.0,1.0,33.0
LABR,560.0,0.0,1.0,1.0,1.0,18.0
LABR,561.0,3.0,1.0,1.0,1.0,91.0
LABR,562.0,0.0,3.0,-1.0,-1.0,38.0
LABR,563.0,1.0,0.0,-1.0,-1.0,21.0
LABR,564.0,3.0,0.0,-1.0,-1.0,21.0
LABR,565.0,0.0,1.0,1.0,1.0,24.0
LABR,566.0,0.0,8.0,1.0,1.0,66.0
LABR,567.0,1.0,2.0,1.0,1.0,14.0
LABR,568.0,0.0,0.0,1.0,1.0,11.0
LABR,569.0,1.0,3.0,1.0,1.0,10.0
LABR,570.0,0.0,3.0,1.0,1.0,7.0
LABR,571.0,0.0,5.0,-1.0,1.0,68.0
LABR,572.0,1.0,0.0,-1.0,-1.0,79.0
LABR,573.0,1.0,5.0,1.0,1.0,41.0
LABR,574.0,0.0,1.0,-1.0,-1.0,13.0
LABR,575.0,2.0,0.0,-1.0,-1.0,6.0
LABR,576.0,0.0,2.0,-1.0,-1.0,114.0
LABR,577.0,7.0,6.0,-1.0,-1.0,162.0
LABR,578.0,0.0,0.0,1.0,-1.0,40.0
LABR,579.0,0.0,0.0,-1.0,-1.0,8.0
LABR,580.0,0.0,2.0,1.0,1.0,28.0
LABR,581.0,3.0,5.0,1.0,1.0,62.0
LABR,582.0,1.0,3.0,-1.0,1.0,10.0
LABR,583.0,0.0,1.0,1.0,-1.0,20.0
LABR,584.0,1.0,2.0,1.0,-1.0,44.0
LABR,585.0,0.0,4.0,1.0,1.0,71.0
LABR,586.0,0.0,2.0,1.0,1.0,2.0
LABR,587.0,2.0,5.0,1.0,1.0,114.0
LABR,588.0,1.0,5.0,1.0,-1.0,113.0
LABR,589.0,1.0,4.0,-1.0,-1.0,56.0
LABR,590.0,0.0,1.0,1.0,1.0,13.0
LABR,591.0,1.0,0.0,-1.0,-1.0,34.0
LABR,592.0,0.0,4.0,1.0,1.0,38.0
LABR,593.0,0.0,4.0,1.0,1.0,23.0
LABR,594.0,1.0,4.0,1.0,-1.0,101.0
LABR,595.0,1.0,0.0,-1.0,-1.0,13.0
LABR,596.0,0.0,0.0,-1.0,-1.0,17.0
LABR,597.0,0.0,1.0,1.0,1.0,2.0
LABR,598.0,0.0,4.0,-1.0,-1.0,7.0
LABR,599.0,2.0,1.0,-1.0,1.0,81.0
LABR,600.0,2.0,0.0,1.0,-1.0,8.0
LABR,601.0,0.0,0.0,1.0,1.0,8.0
LABR,602.0,3.0,0.0,1.0,-1.0,60.0
LABR,603.0,0.0,3.0,1.0,1.0,31.0
LABR,604.0,0.0,0.0,-1.0,-1.0,10.0
LABR,605.0,1.0,2.0,-1.0,-1.0,64.0
LABR,606.0,1.0,1.0,1.0,1.0,45.0
LABR,607.0,1.0,1.0,-1.0,-1.0,12.0
LABR,608.0,0.0,1.0,1.0,1.0,14.0
LABR,609.0,1.0,2.0,-1.0,-1.0,23.0
LABR,610.0,0.0,0.0,-1.0,-1.0,7.0
LABR,611.0,0.0,2.0,1.0,1.0,19.0
LABR,612.0,2.0,0.0,-1.0,-1.0,64.0
LABR,613.0,1.0,2.0,1.0,-1.0,23.0
LABR,614.0,0.0,1.0,-1.0,-1.0,2.0
LABR,615.0,0.0,3.0,1.0,1.0,43.0
LABR,616.0,0.0,0.0,1.0,-1.0,26.0
LABR,617.0,3.0,3.0,-1.0,-1.0,73.0
LABR,618.0,2.0,1.0,1.0,1.0,37.0
LABR,619.0,1.0,0.0,-1.0,-1.0,44.0
LABR,620.0,0.0,2.0,1.0,-1.0,13.0
LABR,621.0,2.0,0.0,-1.0,-1.0,3.0
LABR,622.0,0.0,3.0,1.0,1.0,12.0
LABR,623.0,3.0,8.0,1.0,1.0,235.0
LABR,624.0,0.0,1.0,1.0,1.0,49.0
LABR,625.0,0.0,1.0,1.0,1.0,12.0
LABR,626.0,0.0,1.0,1.0,1.0,39.0
LABR,627.0,0.0,1.0,1.0,-1.0,86.0
LABR,628.0,1.0,2.0,-1.0,1.0,44.0
LABR,629.0,0.0,2.0,1.0,-1.0,59.0
LABR,630.0,1.0,2.0,-1.0,-1.0,44.0
LABR,631.0,3.0,1.0,1.0,1.0,156.0
LABR,632.0,0.0,1.0,-1.0,-1.0,123.0
LABR,633.0,2.0,0.0,-1.0,-1.0,43.0
LABR,634.0,1.0,1.0,-1.0,-1.0,30.0
LABR,635.0,2.0,1.0,-1.0,-1.0,27.0
LABR,636.0,0.0,0.0,1.0,-1.0,12.0
LABR,637.0,2.0,0.0,-1.0,-1.0,41.0
LABR,638.0,1.0,2.0,-1.0,-1.0,93.0
LABR,639.0,0.0,1.0,-1.0,-1.0,25.0
LABR,640.0,1.0,0.0,-1.0,-1.0,19.0
LABR,641.0,2.0,2.0,-1.0,-1.0,46.0
LABR,642.0,2.0,0.0,-1.0,-1.0,15.0
LABR,643.0,1.0,0.0,-1.0,-1.0,6.0
LABR,644.0,0.0,8.0,1.0,1.0,38.0
LABR,645.0,0.0,3.0,1.0,1.0,38.0
LABR,646.0,1.0,1.0,1.0,-1.0,13.0
LABR,647.0,0.0,0.0,-1.0,-1.0,1.0
LABR,648.0,0.0,0.0,1.0,1.0,26.0
LABR,649.0,3.0,1.0,-1.0,-1.0,18.0
LABR,650.0,0.0,0.0,-1.0,-1.0,8.0
LABR,651.0,3.0,0.0,-1.0,-1.0,65.0
LABR,652.0,1.0,4.0,1.0,1.0,30.0
LABR,653.0,0.0,2.0,1.0,-1.0,48.0
LABR,654.0,0.0,2.0,1.0,-1.0,103.0
LABR,655.0,1.0,0.0,-1.0,-1.0,3.0
LABR,656.0,2.0,5.0,1.0,1.0,285.0
LABR,657.0,0.0,0.0,-1.0,1.0,19.0
LABR,658.0,0.0,0.0,-1.0,-1.0,4.0
LABR,659.0,1.0,3.0,-1.0,-1.0,43.0
LABR,660.0,2.0,0.0,-1.0,-1.0,9.0
LABR,661.0,1.0,1.0,-1.0,-1.0,9.0
LABR,662.0,0.0,0.0,1.0,1.0,10.0
LABR,663.0,2.0,2.0,1.0,1.0,63.0
LABR,664.0,0.0,1.0,1.0,1.0,37.0
LABR,665.0,0.0,0.0,1.0,1.0,6.0
LABR,666.0,0.0,1.0,1.0,1.0,33.0
LABR,667.0,1.0,1.0,1.0,1.0,15.0
LABR,668.0,0.0,0.0,-1.0,-1.0,10.0
LABR,669.0,0.0,1.0,-1.0,-1.0,27.0
LABR,670.0,0.0,2.0,1.0,1.0,40.0
LABR,671.0,1.0,1.0,-1.0,-1.0,66.0
LABR,672.0,0.0,0.0,-1.0,-1.0,7.0
LABR,673.0,3.0,2.0,-1.0,-1.0,65.0
LABR,674.0,0.0,5.0,1.0,1.0,10.0
LABR,675.0,1.0,0.0,-1.0,-1.0,23.0
LABR,676.0,0.0,2.0,1.0,1.0,77.0
LABR,677.0,1.0,1.0,-1.0,-1.0,4.0
LABR,678.0,5.0,3.0,-1.0,-1.0,40.0
LABR,679.0,0.0,2.0,-1.0,-1.0,13.0
LABR,680.0,3.0,3.0,-1.0,-1.0,199.0
LABR,681.0,1.0,4.0,1.0,1.0,29.0
LABR,682.0,3.0,3.0,1.0,-1.0,73.0
LABR,683.0,4.0,2.0,-1.0,-1.0,57.0
LABR,684.0,0.0,2.0,1.0,1.0,56.0
LABR,685.0,2.0,0.0,1.0,-1.0,145.0
LABR,686.0,0.0,5.0,1.0,1.0,62.0
LABR,687.0,3.0,3.0,1.0,-1.0,91.0
LABR,688.0,2.0,0.0,-1.0,1.0,126.0
LABR,689.0,1.0,0.0,-1.0,-1.0,27.0
LABR,690.0,2.0,1.0,-1.0,-1.0,37.0
LABR,691.0,1.0,2.0,-1.0,1.0,10.0
LABR,692.0,0.0,0.0,-1.0,1.0,6.0
LABR,693.0,0.0,3.0,1.0,1.0,45.0
LABR,694.0,1.0,3.0,1.0,1.0,77.0
LABR,695.0,2.0,2.0,-1.0,-1.0,183.0
LABR,696.0,2.0,0.0,-1.0,-1.0,38.0
LABR,697.0,1.0,7.0,1.0,1.0,132.0
LABR,698.0,3.0,4.0,-1.0,-1.0,135.0
LABR,699.0,2.0,2.0,-1.0,-1.0,36.0
LABR,700.0,1.0,0.0,-1.0,-1.0,4.0
LABR,701.0,4.0,1.0,-1.0,-1.0,90.0
LABR,702.0,1.0,0.0,1.0,1.0,70.0
LABR,703.0,2.0,3.0,-1.0,-1.0,48.0
LABR,704.0,0.0,0.0,1.0,1.0,19.0
LABR,705.0,0.0,0.0,1.0,1.0,7.0
LABR,706.0,2.0,1.0,1.0,-1.0,32.0
LABR,707.0,0.0,6.0,1.0,1.0,73.0
LABR,708.0,0.0,4.0,-1.0,1.0,248.0
LABR,709.0,1.0,4.0,-1.0,-1.0,73.0
LABR,710.0,1.0,1.0,-1.0,-1.0,22.0
LABR,711.0,0.0,0.0,-1.0,-1.0,68.0
LABR,712.0,0.0,3.0,1.0,-1.0,87.0
LABR,713.0,3.0,4.0,-1.0,-1.0,141.0
LABR,714.0,2.0,1.0,-1.0,-1.0,30.0
LABR,715.0,1.0,7.0,1.0,1.0,268.0
LABR,716.0,4.0,3.0,-1.0,-1.0,258.0
LABR,717.0,0.0,0.0,-1.0,1.0,9.0
LABR,718.0,0.0,0.0,1.0,1.0,22.0
LABR,719.0,6.0,4.0,-1.0,-1.0,377.0
LABR,720.0,0.0,0.0,-1.0,1.0,35.0
LABR,721.0,4.0,1.0,-1.0,-1.0,64.0
LABR,722.0,1.0,5.0,-1.0,1.0,64.0
LABR,723.0,0.0,1.0,1.0,1.0,12.0
LABR,724.0,0.0,2.0,1.0,1.0,34.0
LABR,725.0,2.0,2.0,1.0,-1.0,45.0
LABR,726.0,1.0,2.0,1.0,1.0,18.0
LABR,727.0,2.0,3.0,-1.0,1.0,84.0
LABR,728.0,0.0,4.0,1.0,1.0,33.0
LABR,729.0,3.0,2.0,-1.0,-1.0,33.0
LABR,730.0,0.0,0.0,-1.0,-1.0,11.0
LABR,731.0,0.0,4.0,1.0,1.0,55.0
LABR,732.0,0.0,1.0,1.0,1.0,54.0
LABR,733.0,1.0,1.0,-1.0,-1.0,22.0
LABR,734.0,0.0,3.0,1.0,1.0,13.0
LABR,735.0,0.0,1.0,-1.0,1.0,11.0
LABR,736.0,0.0,1.0,1.0,1.0,85.0
LABR,737.0,1.0,2.0,1.0,1.0,391.0
LABR,738.0,0.0,2.0,-1.0,1.0,53.0
LABR,739.0,0.0,3.0,1.0,1.0,11.0
LABR,740.0,1.0,3.0,-1.0,-1.0,78.0
LABR,741.0,1.0,3.0,1.0,-1.0,34.0
LABR,742.0,1.0,4.0,-1.0,1.0,43.0
LABR,743.0,0.0,1.0,1.0,1.0,5.0
LABR,744.0,3.0,3.0,-1.0,-1.0,84.0
LABR,745.0,0.0,1.0,-1.0,-1.0,17.0
LABR,746.0,1.0,0.0,-1.0,-1.0,29.0
LABR,747.0,0.0,4.0,1.0,1.0,13.0
LABR,748.0,0.0,0.0,-1.0,1.0,10.0
LABR,749.0,0.0,2.0,1.0,1.0,49.0
LABR,750.0,1.0,0.0,-1.0,-1.0,58.0
LABR,751.0,0.0,0.0,1.0,-1.0,10.0
LABR,752.0,0.0,3.0,1.0,-1.0,24.0
LABR,753.0,0.0,3.0,1.0,1.0,6.0
LABR,754.0,1.0,5.0,-1.0,1.0,91.0
LABR,755.0,6.0,11.0,-1.0,-1.0,412.0
LABR,756.0,0.0,2.0,1.0,1.0,49.0
LABR,757.0,0.0,0.0,1.0,1.0,4.0
LABR,758.0,2.0,2.0,-1.0,-1.0,16.0
LABR,759.0,0.0,0.0,-1.0,1.0,5.0
LABR,760.0,1.0,3.0,1.0,-1.0,186.0
LABR,761.0,2.0,2.0,-1.0,1.0,110.0
LABR,762.0,2.0,3.0,1.0,1.0,22.0
LABR,763.0,0.0,2.0,1.0,1.0,62.0
LABR,764.0,1.0,1.0,-1.0,-1.0,7.0
LABR,765.0,0.0,2.0,1.0,-1.0,25.0
LABR,766.0,2.0,1.0,-1.0,-1.0,8.0
LABR,767.0,2.0,3.0,1.0,1.0,71.0
LABR,768.0,1.0,0.0,-1.0,-1.0,19.0
LABR,769.0,2.0,1.0,-1.0,-1.0,10.0
LABR,770.0,0.0,3.0,1.0,1.0,20.0
LABR,771.0,0.0,2.0,1.0,1.0,9.0
LABR,772.0,0.0,0.0,1.0,1.0,21.0
LABR,773.0,3.0,2.0,-1.0,-1.0,38.0
LABR,774.0,0.0,6.0,1.0,1.0,229.0
LABR,775.0,4.0,1.0,-1.0,-1.0,182.0
LABR,776.0,3.0,1.0,-1.0,-1.0,36.0
LABR,777.0,0.0,1.0,-1.0,1.0,183.0
LABR,778.0,3.0,5.0,-1.0,-1.0,296.0
LABR,779.0,5.0,2.0,-1.0,-1.0,13.0
LABR,780.0,1.0,1.0,-1.0,-1.0,16.0
LABR,781.0,0.0,2.0,-1.0,1.0,29.0
LABR,782.0,6.0,4.0,-1.0,-1.0,159.0
LABR,783.0,4.0,14.0,1.0,1.0,632.0
LABR,784.0,0.0,1.0,1.0,1.0,10.0
LABR,785.0,1.0,1.0,-1.0,-1.0,14.0
LABR,786.0,0.0,1.0,-1.0,1.0,32.0
LABR,787.0,2.0,2.0,-1.0,-1.0,7.0
LABR,788.0,0.0,2.0,-1.0,-1.0,76.0
LABR,789.0,1.0,1.0,1.0,-1.0,66.0
LABR,790.0,0.0,4.0,1.0,1.0,64.0
LABR,791.0,0.0,1.0,-1.0,-1.0,18.0
LABR,792.0,1.0,2.0,1.0,-1.0,43.0
LABR,793.0,2.0,1.0,-1.0,-1.0,22.0
LABR,794.0,3.0,7.0,1.0,1.0,187.0
LABR,795.0,1.0,0.0,-1.0,-1.0,8.0
LABR,796.0,0.0,5.0,1.0,1.0,71.0
LABR,797.0,1.0,1.0,1.0,1.0,216.0
LABR,798.0,0.0,2.0,1.0,1.0,43.0
LABR,799.0,2.0,5.0,1.0,1.0,166.0
LABR,800.0,0.0,2.0,-1.0,-1.0,65.0
LABR,801.0,2.0,2.0,1.0,1.0,16.0
LABR,802.0,4.0,0.0,-1.0,-1.0,58.0
LABR,803.0,10.0,6.0,-1.0,-1.0,915.0
LABR,804.0,1.0,1.0,-1.0,-1.0,17.0
LABR,805.0,0.0,0.0,-1.0,1.0,2.0
LABR,806.0,3.0,15.0,1.0,1.0,1148.0
LABR,807.0,1.0,0.0,-1.0,1.0,22.0
LABR,808.0,3.0,4.0,-1.0,1.0,57.0
LABR,809.0,2.0,1.0,-1.0,-1.0,38.0
LABR,810.0,1.0,1.0,1.0,1.0,70.0
LABR,811.0,5.0,7.0,1.0,-1.0,403.0
LABR,812.0,1.0,0.0,-1.0,-1.0,32.0
LABR,813.0,0.0,2.0,-1.0,1.0,3.0
LABR,814.0,3.0,3.0,-1.0,-1.0,101.0
LABR,815.0,0.0,1.0,1.0,1.0,3.0
LABR,816.0,2.0,5.0,-1.0,1.0,64.0
LABR,817.0,1.0,3.0,1.0,1.0,317.0
LABR,818.0,0.0,2.0,1.0,1.0,63.0
LABR,819.0,0.0,2.0,1.0,1.0,25.0
LABR,820.0,3.0,8.0,-1.0,-1.0,185.0
LABR,821.0,1.0,7.0,1.0,1.0,217.0
LABR,822.0,0.0,0.0,1.0,-1.0,15.0
LABR,823.0,1.0,2.0,1.0,1.0,37.0
LABR,824.0,0.0,0.0,-1.0,-1.0,10.0
LABR,825.0,1.0,0.0,1.0,1.0,49.0
LABR,826.0,1.0,1.0,1.0,1.0,77.0
LABR,827.0,0.0,4.0,1.0,1.0,144.0
LABR,828.0,0.0,0.0,1.0,-1.0,14.0
LABR,829.0,0.0,7.0,1.0,1.0,53.0
LABR,830.0,0.0,3.0,1.0,1.0,38.0
LABR,831.0,0.0,0.0,1.0,1.0,37.0
LABR,832.0,0.0,2.0,1.0,1.0,7.0
LABR,833.0,0.0,3.0,1.0,1.0,24.0
LABR,834.0,0.0,14.0,1.0,1.0,278.0
LABR,835.0,2.0,0.0,-1.0,-1.0,5.0
LABR,836.0,4.0,1.0,-1.0,-1.0,34.0
LABR,837.0,3.0,3.0,-1.0,-1.0,44.0
LABR,838.0,0.0,0.0,-1.0,-1.0,18.0
LABR,839.0,0.0,0.0,1.0,-1.0,9.0
LABR,840.0,4.0,2.0,-1.0,-1.0,63.0
LABR,841.0,1.0,2.0,-1.0,-1.0,32.0
LABR,842.0,2.0,1.0,-1.0,-1.0,7.0
LABR,843.0,0.0,3.0,-1.0,1.0,18.0
LABR,844.0,2.0,2.0,1.0,1.0,48.0
LABR,845.0,1.0,3.0,1.0,1.0,11.0
LABR,846.0,0.0,1.0,1.0,1.0,4.0
LABR,847.0,1.0,0.0,-1.0,-1.0,32.0
LABR,848.0,5.0,2.0,-1.0,-1.0,54.0
LABR,849.0,2.0,3.0,-1.0,-1.0,194.0
LABR,850.0,3.0,7.0,-1.0,-1.0,265.0
LABR,851.0,0.0,0.0,-1.0,-1.0,3.0
LABR,852.0,0.0,1.0,1.0,1.0,5.0
LABR,853.0,7.0,4.0,-1.0,-1.0,370.0
LABR,854.0,4.0,2.0,-1.0,-1.0,116.0
LABR,855.0,2.0,1.0,-1.0,1.0,107.0
LABR,856.0,2.0,2.0,1.0,1.0,46.0
LABR,857.0,0.0,3.0,1.0,-1.0,38.0
LABR,858.0,0.0,2.0,1.0,1.0,27.0
LABR,859.0,0.0,1.0,-1.0,-1.0,15.0
LABR,860.0,1.0,1.0,-1.0,-1.0,125.0
LABR,861.0,3.0,2.0,-1.0,-1.0,206.0
LABR,862.0,0.0,3.0,1.0,1.0,47.0
